GeneID,Symbol,Description,Synonyms,GeneType,EnsemblGeneID,Status,ChrAcc,ChrStart,ChrStop,Orientation,Length,GOFunctionID,GOProcessID,GOComponentID,GOFunction,GOProcess,GOComponent
101929963,LOC101929963,uncharacterized LOC101929963,,ncRNA,,active,NC_000002.12,176753400,176766325,negative,4308,,,,,,
107985965,LOC107985965,uncharacterized LOC107985965,,ncRNA,,active,NC_000002.12,176989385,176992892,negative,1548,,,,,,
4780,NFE2L2,NFE2 like bZIP transcription factor 2,HEBP1|IMDDHH|NRF2|Nrf-2,protein-coding,ENSG00000116044,active,NC_000002.12,177230303,177265131,negative,3584,GO:0000976///GO:0000978///GO:0000981///GO:0001221///GO:0001228///GO:0003677///GO:0003700///GO:0005515///GO:0019904///GO:0043565///GO:0061629,GO:0006357///GO:0006954///GO:0007568///GO:0010226///GO:0010499///GO:0010628///GO:0010667///GO:0010976///GO:0016567///GO:0030194///GO:0030968///GO:0034599///GO:0036003///GO:0036499///GO:0042149///GO:0043161///GO:0043536///GO:0045088///GO:0045454///GO:0045766///GO:0045944///GO:0045995///GO:0046223///GO:0046326///GO:0061419///GO:0070301///GO:0071280///GO:0071356///GO:0071466///GO:0071498///GO:0071499///GO:0140467///GO:1900407///GO:1902037///GO:1902176///GO:1903071///GO:1903206///GO:1903788///GO:1904385///GO:1904753///GO:2000121///GO:2000352///GO:2000379,GO:0000785///GO:0005634///GO:0005654///GO:0005737///GO:0005794///GO:0005813///GO:0005829///GO:0005886///GO:0032993///GO:0090575,"transcription cis-regulatory region binding///RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///transcription coregulator binding///DNA-binding transcription activator activity, RNA polymerase II-specific///DNA binding///DNA-binding transcription factor activity///protein binding///protein domain specific binding///sequence-specific DNA binding///RNA polymerase II-specific DNA-binding transcription factor binding",regulation of transcription by RNA polymerase II///inflammatory response///aging///response to lithium ion///proteasomal ubiquitin-independent protein catabolic process///positive regulation of gene expression///negative regulation of cardiac muscle cell apoptotic process///positive regulation of neuron projection development///protein ubiquitination///positive regulation of blood coagulation///endoplasmic reticulum unfolded protein response///cellular response to oxidative stress///positive regulation of transcription from RNA polymerase II promoter in response to stress///PERK-mediated unfolded protein response///cellular response to glucose starvation///proteasome-mediated ubiquitin-dependent protein catabolic process///positive regulation of blood vessel endothelial cell migration///regulation of innate immune response///cell redox homeostasis///positive regulation of angiogenesis///positive regulation of transcription by RNA polymerase II///regulation of embryonic development///aflatoxin catabolic process///positive regulation of glucose import///positive regulation of transcription from RNA polymerase II promoter in response to hypoxia///cellular response to hydrogen peroxide///cellular response to copper ion///cellular response to tumor necrosis factor///cellular response to xenobiotic stimulus///cellular response to fluid shear stress///cellular response to laminar fluid shear stress///integrated stress response signaling///regulation of cellular response to oxidative stress///negative regulation of hematopoietic stem cell differentiation///negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway///positive regulation of ER-associated ubiquitin-dependent protein catabolic process///negative regulation of hydrogen peroxide-induced cell death///positive regulation of glutathione biosynthetic process///cellular response to angiotensin///negative regulation of vascular associated smooth muscle cell migration///regulation of removal of superoxide radicals///negative regulation of endothelial cell apoptotic process///positive regulation of reactive oxygen species metabolic process,chromatin///nucleus///nucleoplasm///cytoplasm///Golgi apparatus///centrosome///cytosol///plasma membrane///protein-DNA complex///RNA polymerase II transcription regulator complex
114880,OSBPL6,oxysterol binding protein like 6,ORP6,protein-coding,ENSG00000079156,active,NC_000002.12,178194465,178402893,positive,12305,GO:0005515///GO:0015248///GO:0015485///GO:0032934,GO:0006699///GO:0015918///GO:0032374,GO:0005789///GO:0005829///GO:0005886///GO:0016020///GO:0031901///GO:0031965///GO:0043231///GO:0097038,protein binding///sterol transporter activity///cholesterol binding///sterol binding,bile acid biosynthetic process///sterol transport///regulation of cholesterol transport,endoplasmic reticulum membrane///cytosol///plasma membrane///membrane///early endosome membrane///nuclear membrane///intracellular membrane-bounded organelle///perinuclear endoplasmic reticulum
65977,PLEKHA3,pleckstrin homology domain containing A3,FAPP1,protein-coding,ENSG00000116095,active,NC_000002.12,178480454,178516463,positive,13942,GO:0005515///GO:0042802///GO:0070273///GO:1902387///GO:1902388,GO:0008150///GO:0035627///GO:0120009///GO:1902389,GO:0000139///GO:0005794///GO:0005829,protein binding///identical protein binding///phosphatidylinositol-4-phosphate binding///ceramide 1-phosphate binding///ceramide 1-phosphate transfer activity,biological_process///ceramide transport///intermembrane lipid transfer///ceramide 1-phosphate transport,Golgi membrane///Golgi apparatus///cytosol
107985967,LOC107985967,,,,,discontinued,NC_000002.12,179701056,179708185,negative,6717,,,,,,
105373772,UBE2E3-DT,UBE2E3 divergent transcript,,ncRNA,,active,NC_000002.12,180977325,180980288,negative,2565,,,,,,
107985831,LOC107985831,uncharacterized LOC107985831,,ncRNA,,active,NC_000002.12,181095479,181097621,positive,593,,,,,,
100616213,MIR4437,microRNA 4437,mir-4437,ncRNA,ENSG00000266705,active,NC_000002.12,181305593,181305652,negative,60,,,,,,
4760,NEUROD1,neuronal differentiation 1,BETA2|BHF-1|MODY6|NEUROD|T2D|bHLHa3,protein-coding,ENSG00000162992,active,NC_000002.12,181668295,181680665,negative,7065,GO:0000978///GO:0000981///GO:0001228///GO:0003682///GO:0003700///GO:0005515///GO:0043565///GO:0046982///GO:0061629///GO:0070888///GO:1990837,GO:0003326///GO:0003329///GO:0006357///GO:0006366///GO:0006913///GO:0007259///GO:0007263///GO:0009410///GO:0009749///GO:0009952///GO:0021542///GO:0021549///GO:0022008///GO:0023019///GO:0030073///GO:0030182///GO:0031018///GO:0035881///GO:0035883///GO:0042593///GO:0043065///GO:0045597///GO:0045666///GO:0045893///GO:0045944///GO:0046426///GO:0048562///GO:0048666///GO:0048839///GO:0050796///GO:0051091///GO:0060730///GO:0071333///GO:2000675///GO:2000679,GO:0000785///GO:0005634///GO:0005654///GO:0005737///GO:0090575,"RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription activator activity, RNA polymerase II-specific///chromatin binding///DNA-binding transcription factor activity///protein binding///sequence-specific DNA binding///protein heterodimerization activity///RNA polymerase II-specific DNA-binding transcription factor binding///E-box binding///sequence-specific double-stranded DNA binding",pancreatic A cell fate commitment///pancreatic PP cell fate commitment///regulation of transcription by RNA polymerase II///transcription by RNA polymerase II///nucleocytoplasmic transport///receptor signaling pathway via JAK-STAT///nitric oxide mediated signal transduction///response to xenobiotic stimulus///response to glucose///anterior/posterior pattern specification///dentate gyrus development///cerebellum development///neurogenesis///signal transduction involved in regulation of gene expression///insulin secretion///neuron differentiation///endocrine pancreas development///amacrine cell differentiation///enteroendocrine cell differentiation///glucose homeostasis///positive regulation of apoptotic process///positive regulation of cell differentiation///positive regulation of neuron differentiation///positive regulation of DNA-templated transcription///positive regulation of transcription by RNA polymerase II///negative regulation of receptor signaling pathway via JAK-STAT///embryonic organ morphogenesis///neuron development///inner ear development///regulation of insulin secretion///positive regulation of DNA-binding transcription factor activity///regulation of intestinal epithelial structure maintenance///cellular response to glucose stimulus///negative regulation of type B pancreatic cell apoptotic process///positive regulation of transcription regulatory region DNA binding,chromatin///nucleus///nucleoplasm///cytoplasm///RNA polymerase II transcription regulator complex
5136,PDE1A,phosphodiesterase 1A,CAM-PDE 1A|CAM-PDE-1A|HCAM-1|HCAM1|HSPDE1A,protein-coding,ENSG00000115252,active,NC_000002.12,182136453,182523375,negative,14623,GO:0004114///GO:0004117///GO:0005516///GO:0046872///GO:0048101,GO:0007165,GO:0005829///GO:0043025,"3',5'-cyclic-nucleotide phosphodiesterase activity///calmodulin-activated dual specificity 3',5'-cyclic-GMP, 3',5'-cyclic-AMP phosphodiesterase activity///calmodulin binding///metal ion binding///calmodulin-activated 3',5'-cyclic-GMP phosphodiesterase activity",signal transduction,cytosol///neuronal cell body
54431,DNAJC10,DnaJ heat shock protein family (Hsp40) member C10,ERdj5|JPDI|MTHr|PDIA19,protein-coding,ENSG00000077232,active,NC_000002.12,182716257,182794464,positive,21076,GO:0001671///GO:0005515///GO:0015035///GO:0015036///GO:0016671///GO:0030544///GO:0051087///GO:0051117///GO:0051787,GO:0001933///GO:0030433///GO:0032781///GO:0034975///GO:0034976///GO:0036498///GO:0070059,GO:0005783///GO:0005788///GO:0016020///GO:0034663,"ATPase activator activity///protein binding///protein-disulfide reductase activity///disulfide oxidoreductase activity///oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor///Hsp70 protein binding///chaperone binding///ATPase binding///misfolded protein binding",negative regulation of protein phosphorylation///ubiquitin-dependent ERAD pathway///positive regulation of ATP-dependent activity///protein folding in endoplasmic reticulum///response to endoplasmic reticulum stress///IRE1-mediated unfolded protein response///intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,endoplasmic reticulum///endoplasmic reticulum lumen///membrane///endoplasmic reticulum chaperone complex
2487,FRZB,frizzled related protein,FRE|FRITZ|FRP-3|FRZB-1|FRZB-PEN|FRZB1|FZRB|OS1|SFRP3|SRFP3|hFIZ,protein-coding,ENSG00000162998,active,NC_000002.12,182833275,182866637,negative,2637,GO:0005515///GO:0017147,GO:0001501///GO:0002064///GO:0008285///GO:0010721///GO:0014033///GO:0030178///GO:0030308///GO:0035567///GO:0043065///GO:0045600///GO:0060029///GO:0060070///GO:0061037///GO:0061053///GO:0070365///GO:0070367///GO:0090090///GO:0090103,GO:0005615///GO:0005737///GO:0016020,protein binding///Wnt-protein binding,skeletal system development///epithelial cell development///negative regulation of cell population proliferation///negative regulation of cell development///neural crest cell differentiation///negative regulation of Wnt signaling pathway///negative regulation of cell growth///non-canonical Wnt signaling pathway///positive regulation of apoptotic process///positive regulation of fat cell differentiation///convergent extension involved in organogenesis///canonical Wnt signaling pathway///negative regulation of cartilage development///somite development///hepatocyte differentiation///negative regulation of hepatocyte differentiation///negative regulation of canonical Wnt signaling pathway///cochlea morphogenesis,extracellular space///cytoplasm///membrane
105373775,LOC105373775,,,,,discontinued,NC_000002.12,184049234,184051503,negative,1215,,,,,,
7035,TFPI,tissue factor pathway inhibitor,EPI|LACI|TFI|TFPI1,protein-coding,ENSG00000003436,active,NC_000002.12,187464230,187554505,negative,5280,GO:0004866///GO:0004867,GO:0007596///GO:0010951///GO:0030195///GO:0071383,GO:0005576///GO:0005615///GO:0005783///GO:0005886///GO:0005901///GO:0009986,endopeptidase inhibitor activity///serine-type endopeptidase inhibitor activity,blood coagulation///negative regulation of endopeptidase activity///negative regulation of blood coagulation///cellular response to steroid hormone stimulus,extracellular region///extracellular space///endoplasmic reticulum///plasma membrane///caveola///cell surface
51454,GULP1,GULP PTB domain containing engulfment adaptor 1,CED-6|CED6|GULP,protein-coding,ENSG00000144366,active,NC_000002.12,188291669,188595926,positive,7197,,GO:0006869///GO:0006911///GO:0006915,GO:0005737,,"lipid transport///phagocytosis, engulfment///apoptotic process",cytoplasm
105373790,LOC105373790,uncharacterized LOC105373790,,ncRNA,,active,NC_000002.12,188655188,188751301,positive,1186,,,,,,
2660,MSTN,myostatin,GDF8|MSLHP,protein-coding,ENSG00000138379,active,NC_000002.12,190055700,190062729,negative,2819,GO:0005102///GO:0005125///GO:0005515///GO:0008083///GO:0008201///GO:0042802///GO:0042803,GO:0007179///GO:0007517///GO:0009408///GO:0009629///GO:0010592///GO:0010759///GO:0010862///GO:0014732///GO:0014741///GO:0014839///GO:0014850///GO:0022602///GO:0033574///GO:0033673///GO:0043627///GO:0045471///GO:0045662///GO:0045893///GO:0046627///GO:0046716///GO:0048632///GO:0051602///GO:0051898///GO:0060395///GO:0071549///GO:1902723///GO:1902725///GO:2000818,GO:0005615///GO:0005737,signaling receptor binding///cytokine activity///protein binding///growth factor activity///heparin binding///identical protein binding///protein homodimerization activity,transforming growth factor beta receptor signaling pathway///muscle organ development///response to heat///response to gravity///positive regulation of lamellipodium assembly///positive regulation of macrophage chemotaxis///positive regulation of pathway-restricted SMAD protein phosphorylation///skeletal muscle atrophy///negative regulation of muscle hypertrophy///myoblast migration involved in skeletal muscle regeneration///response to muscle activity///ovulation cycle process///response to testosterone///negative regulation of kinase activity///response to estrogen///response to ethanol///negative regulation of myoblast differentiation///positive regulation of DNA-templated transcription///negative regulation of insulin receptor signaling pathway///muscle cell cellular homeostasis///negative regulation of skeletal muscle tissue growth///response to electrical stimulus///negative regulation of protein kinase B signaling///SMAD protein signal transduction///cellular response to dexamethasone stimulus///negative regulation of skeletal muscle satellite cell proliferation///negative regulation of satellite cell differentiation///negative regulation of myoblast proliferation,extracellular space///cytoplasm
4664,NAB1,NGFI-A binding protein 1,,protein-coding,ENSG00000138386,active,NC_000002.12,190648860,190692766,positive,5036,GO:0003712///GO:0008134,GO:0001958///GO:0006351///GO:0006355///GO:0014037///GO:0042552///GO:0045682///GO:0045892,GO:0005634///GO:0005654,transcription coregulator activity///transcription factor binding,endochondral ossification///DNA-templated transcription///regulation of DNA-templated transcription///Schwann cell differentiation///myelination///regulation of epidermis development///negative regulation of DNA-templated transcription,nucleus///nucleoplasm
6772,STAT1,signal transducer and activator of transcription 1,CANDF7|IMD31A|IMD31B|IMD31C|ISGF-3|STAT91,protein-coding,ENSG00000115415,active,NC_000002.12,190968989,191014250,negative,4940,GO:0000977///GO:0000978///GO:0000979///GO:0000981///GO:0001222///GO:0001223///GO:0003690///GO:0003700///GO:0005164///GO:0005515///GO:0016922///GO:0019899///GO:0031730///GO:0035035///GO:0042393///GO:0042802///GO:0042803///GO:0044389///GO:0045296///GO:0051721///GO:1990841,GO:0000122///GO:0001937///GO:0002053///GO:0002230///GO:0003340///GO:0006952///GO:0007259///GO:0007584///GO:0008015///GO:0009410///GO:0009612///GO:0010742///GO:0016525///GO:0019221///GO:0032727///GO:0032869///GO:0033209///GO:0034097///GO:0034341///GO:0035456///GO:0035458///GO:0042127///GO:0042542///GO:0042981///GO:0043124///GO:0043434///GO:0043542///GO:0045648///GO:0045893///GO:0045944///GO:0046725///GO:0048661///GO:0051591///GO:0051607///GO:0051770///GO:0060333///GO:0060337///GO:0061326///GO:0070106///GO:0071346///GO:0071407///GO:0072136///GO:0072162///GO:0072308,GO:0000785///GO:0005634///GO:0005654///GO:0005730///GO:0005737///GO:0005829///GO:0030424///GO:0030425///GO:0032991///GO:0048471///GO:0070721///GO:0090575,"RNA polymerase II transcription regulatory region sequence-specific DNA binding///RNA polymerase II cis-regulatory region sequence-specific DNA binding///RNA polymerase II core promoter sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///transcription corepressor binding///transcription coactivator binding///double-stranded DNA binding///DNA-binding transcription factor activity///tumor necrosis factor receptor binding///protein binding///nuclear receptor binding///enzyme binding///CCR5 chemokine receptor binding///histone acetyltransferase binding///histone binding///identical protein binding///protein homodimerization activity///ubiquitin-like protein ligase binding///cadherin binding///protein phosphatase 2A binding///promoter-specific chromatin binding",negative regulation of transcription by RNA polymerase II///negative regulation of endothelial cell proliferation///positive regulation of mesenchymal cell proliferation///positive regulation of defense response to virus by host///negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis///defense response///receptor signaling pathway via JAK-STAT///response to nutrient///blood circulation///response to xenobiotic stimulus///response to mechanical stimulus///macrophage derived foam cell differentiation///negative regulation of angiogenesis///cytokine-mediated signaling pathway///positive regulation of interferon-alpha production///cellular response to insulin stimulus///tumor necrosis factor-mediated signaling pathway///response to cytokine///response to type II interferon///response to interferon-beta///cellular response to interferon-beta///regulation of cell population proliferation///response to hydrogen peroxide///regulation of apoptotic process///negative regulation of I-kappaB kinase/NF-kappaB signaling///response to peptide hormone///endothelial cell migration///positive regulation of erythrocyte differentiation///positive regulation of DNA-templated transcription///positive regulation of transcription by RNA polymerase II///negative regulation by virus of viral protein levels in host cell///positive regulation of smooth muscle cell proliferation///response to cAMP///defense response to virus///positive regulation of nitric-oxide synthase biosynthetic process///type II interferon-mediated signaling pathway///type I interferon-mediated signaling pathway///renal tubule development///interleukin-27-mediated signaling pathway///cellular response to type II interferon///cellular response to organic cyclic compound///metanephric mesenchymal cell proliferation involved in metanephros development///metanephric mesenchymal cell differentiation///negative regulation of metanephric nephron tubule epithelial cell differentiation,chromatin///nucleus///nucleoplasm///nucleolus///cytoplasm///cytosol///axon///dendrite///protein-containing complex///perinuclear region of cytoplasm///ISGF3 complex///RNA polymerase II transcription regulator complex
64859,NABP1,nucleic acid binding protein 1,NABP1-OT1|OBFC2A|SOSS-B2|SSB2,protein-coding,ENSG00000173559,active,NC_000002.12,191678072,191690667,positive,6161,GO:0003677///GO:0003697///GO:0003723///GO:0005515,GO:0000724///GO:0006281///GO:0006974///GO:0007093///GO:0010212///GO:0044818,GO:0000781///GO:0005634///GO:0005654///GO:0005829///GO:0035861///GO:0070876,DNA binding///single-stranded DNA binding///RNA binding///protein binding,double-strand break repair via homologous recombination///DNA repair///cellular response to DNA damage stimulus///mitotic cell cycle checkpoint signaling///response to ionizing radiation///mitotic G2/M transition checkpoint,"chromosome, telomeric region///nucleus///nucleoplasm///cytosol///site of double-strand break///SOSS complex"
105373811,LOC105373811,,,,,discontinued,NC_000002.12,191736165,191745498,negative,1044,,,,,,
107985969,LOC107985969,uncharacterized LOC107985969,,ncRNA,,active,NC_000002.12,193050383,193167293,negative,195,,,,,,
105376755,LOC105376755,uncharacterized LOC105376755,,ncRNA,,active,NC_000002.12,194726172,195546917,negative,956,,,,,,
105373818,LINC01827,long intergenic non-protein coding RNA 1827,,ncRNA,,active,NC_000002.12,195569631,195574478,negative,533,,,,,,
105373823,LOC105373823,uncharacterized LOC105373823,,ncRNA,,active,NC_000002.12,196638113,196639539,negative,599,,,,,,
23451,SF3B1,splicing factor 3b subunit 1,Hsh155|MDS|PRP10|PRPF10|SAP155|SF3b155,protein-coding,ENSG00000115524,active,NC_000002.12,197391974,197435093,negative,6040,GO:0003723///GO:0003729///GO:0005515///GO:1990935,GO:0000245///GO:0000375///GO:0000398///GO:0006338///GO:0008380///GO:0035066///GO:0045943///GO:0045944///GO:0045945///GO:1903241,GO:0005634///GO:0005654///GO:0005681///GO:0005684///GO:0005686///GO:0005689///GO:0005730///GO:0016607///GO:0034693///GO:0071004///GO:0071005///GO:0071013///GO:0110016,RNA binding///mRNA binding///protein binding///splicing factor binding,"spliceosomal complex assembly///RNA splicing, via transesterification reactions///mRNA splicing, via spliceosome///chromatin remodeling///RNA splicing///positive regulation of histone acetylation///positive regulation of transcription by RNA polymerase I///positive regulation of transcription by RNA polymerase II///positive regulation of transcription by RNA polymerase III///U2-type prespliceosome assembly",nucleus///nucleoplasm///spliceosomal complex///U2-type spliceosomal complex///U2 snRNP///U12-type spliceosomal complex///nucleolus///nuclear speck///U11/U12 snRNP///U2-type prespliceosome///U2-type precatalytic spliceosome///catalytic step 2 spliceosome///B-WICH complex
25843,MOB4,"MOB family member 4, phocein",2C4D|CGI-95|MOB1|MOB3|MOBKL3|PHOCN|PREI3,protein-coding,ENSG00000115540,active,NC_000002.12,197515554,197553699,positive,3941,GO:0005515///GO:0019900///GO:0046872,,GO:0005737///GO:0005794///GO:0005829///GO:0032580///GO:0043025///GO:0043197///GO:0048471,protein binding///kinase binding///metal ion binding,,cytoplasm///Golgi apparatus///cytosol///Golgi cisterna membrane///neuronal cell body///dendritic spine///perinuclear region of cytoplasm
105373828,LOC105373828,uncharacterized LOC105373828,,ncRNA,,active,NC_000002.12,197798094,197804701,negative,3502,,,,,,
5334,PLCL1,phospholipase C like 1 (inactive),PLCE|PLCL|PLDL1|PPP1R127|PRIP,protein-coding,ENSG00000115896,active,NC_000002.12,197804593,198149873,positive,7760,GO:0004435///GO:0004629///GO:0050811///GO:0070679,GO:0006629///GO:0007214///GO:0032228///GO:0035556///GO:0048015///GO:0120163///GO:1900122,GO:0005737,"phosphatidylinositol phospholipase C activity///phospholipase C activity///GABA receptor binding///inositol 1,4,5 trisphosphate binding","lipid metabolic process///gamma-aminobutyric acid signaling pathway///regulation of synaptic transmission, GABAergic///intracellular signal transduction///phosphatidylinositol-mediated signaling///negative regulation of cold-induced thermogenesis///positive regulation of receptor binding",cytoplasm
150538,SATB2-AS1,SATB2 antisense RNA 1,,ncRNA,ENSG00000225953,active,NC_000002.12,199468098,199472758,positive,3316,,,,,,
205327,C2orf69,chromosome 2 open reading frame 69,COXPD53,protein-coding,ENSG00000178074,active,NC_000002.12,199911293,199928273,positive,3691,,GO:0006119,GO:0005739///GO:0005759///GO:0070469,,oxidative phosphorylation,mitochondrion///mitochondrial matrix///respirasome
105373833,LOC105373833,uncharacterized LOC105373833,,ncRNA,,active,NC_000002.12,200086685,200090414,negative,1648,,,,,,
130535,KCTD18,potassium channel tetramerization domain containing 18,6530404F10Rik,protein-coding,ENSG00000155729,active,NC_000002.12,200488958,200510068,negative,2939,,GO:0051260,,,protein homooligomerization,
101927795,BZW1-AS1,BZW1 antisense RNA 1,,ncRNA,ENSG00000230408,active,NC_000002.12,200780495,200812170,negative,877,,,,,,
9689,BZW1,basic leucine zipper and W2 domains 1,5MP2|BZAP45|Nbla10236,protein-coding,ENSG00000082153,active,NC_000002.12,200811546,200827338,positive,7114,GO:0003723///GO:0045296,GO:0006446,GO:0005737///GO:0016020,RNA binding///cadherin binding,regulation of translational initiation,cytoplasm///membrane
285172,HYCC2,hyccin PI4KA lipid kinase complex subunit 2,FAM126B,protein-coding,ENSG00000155744,active,NC_000002.12,200973718,201071671,negative,10735,GO:0005515,GO:0046854///GO:0072659,GO:0005829///GO:0005886,protein binding,phosphatidylinositol phosphate biosynthetic process///protein localization to plasma membrane,cytosol///plasma membrane
8324,FZD7,frizzled class receptor 7,FzE3,protein-coding,ENSG00000155760,active,NC_000002.12,202034587,202038437,positive,3851,GO:0004930///GO:0005109///GO:0005515///GO:0005546///GO:0017147///GO:0030165///GO:0042813,GO:0006355///GO:0007186///GO:0010812///GO:0014834///GO:0019827///GO:0030182///GO:0033077///GO:0034446///GO:0035567///GO:0038031///GO:0042327///GO:0042666///GO:0045893///GO:0046330///GO:0048103///GO:0060054///GO:0060070///GO:0060071///GO:0060231///GO:0060828///GO:0071300///GO:2000726,GO:0005886///GO:0016020///GO:0043231///GO:0055038,"G protein-coupled receptor activity///frizzled binding///protein binding///phosphatidylinositol-4,5-bisphosphate binding///Wnt-protein binding///PDZ domain binding///Wnt receptor activity","regulation of DNA-templated transcription///G protein-coupled receptor signaling pathway///negative regulation of cell-substrate adhesion///skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration///stem cell population maintenance///neuron differentiation///T cell differentiation in thymus///substrate adhesion-dependent cell spreading///non-canonical Wnt signaling pathway///non-canonical Wnt signaling pathway via JNK cascade///positive regulation of phosphorylation///negative regulation of ectodermal cell fate specification///positive regulation of DNA-templated transcription///positive regulation of JNK cascade///somatic stem cell division///positive regulation of epithelial cell proliferation involved in wound healing///canonical Wnt signaling pathway///Wnt signaling pathway, planar cell polarity pathway///mesenchymal to epithelial transition///regulation of canonical Wnt signaling pathway///cellular response to retinoic acid///negative regulation of cardiac muscle cell differentiation",plasma membrane///membrane///intracellular membrane-bounded organelle///recycling endosome membrane
51602,NOP58,NOP58 ribonucleoprotein,HSPC120|NOP5|NOP5/NOP58,protein-coding,ENSG00000055044,active,NC_000002.12,202265763,202303661,positive,1994,GO:0001094///GO:0003723///GO:0005515///GO:0030515///GO:0051117,GO:0006364///GO:0048254,GO:0001650///GO:0005654///GO:0005730///GO:0005732///GO:0005829///GO:0015030///GO:0016020///GO:0031428///GO:0032040///GO:0070761,TFIID-class transcription factor complex binding///RNA binding///protein binding///snoRNA binding///ATPase binding,rRNA processing///snoRNA localization,fibrillar center///nucleoplasm///nucleolus///sno(s)RNA-containing ribonucleoprotein complex///cytosol///Cajal body///membrane///box C/D RNP complex///small-subunit processome///pre-snoRNP complex
79800,CARF,calcium responsive transcription factor,ALS2CR8|NYD-SP24,protein-coding,ENSG00000138380,active,NC_000002.12,202912218,202988263,positive,8678,GO:0000978///GO:0000981///GO:0001228///GO:0003677///GO:0005515,GO:0006357///GO:0051090///GO:0061400///GO:0071277,GO:0001652///GO:0005634,"RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription activator activity, RNA polymerase II-specific///DNA binding///protein binding",regulation of transcription by RNA polymerase II///regulation of DNA-binding transcription factor activity///positive regulation of transcription from RNA polymerase II promoter in response to calcium ion///cellular response to calcium ion,granular component///nucleus
65065,NBEAL1,neurobeachin like 1,A530083I02Rik|ALS2CR16|ALS2CR17,protein-coding,ENSG00000144426,active,NC_000002.12,203013784,203225194,positive,18379,GO:0019901,GO:0008104,GO:0005829///GO:0016020,protein kinase binding,protein localization,cytosol///membrane
57404,CYP20A1,cytochrome P450 family 20 subfamily A member 1,CYP-M,protein-coding,ENSG00000119004,active,NC_000002.12,203238982,203306026,positive,11498,GO:0004497///GO:0005506///GO:0016705///GO:0020037,,GO:0016020,"monooxygenase activity///iron ion binding///oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen///heme binding",,membrane
105373845,LOC105373845,uncharacterized LOC105373845,,ncRNA,ENSG00000237843,active,NC_000002.12,204473812,204475873,positive,854,,,,,,
105373851,LOC105373851,uncharacterized LOC105373851,,ncRNA,,active,NC_000002.12,207334318,207351877,positive,685,,,,,,
4632,MYL1,myosin light chain 1,MLC-1|MLC1|MLC1/3|MLC1F|MLC3F|MYOFTA,protein-coding,ENSG00000168530,active,NC_000002.12,210290150,210315174,negative,1148,GO:0005509///GO:0008307,GO:0006936///GO:0030049,GO:0005829///GO:0005859///GO:0016460///GO:0030016///GO:0030017///GO:0043292,calcium ion binding///structural constituent of muscle,muscle contraction///muscle filament sliding,cytosol///muscle myosin complex///myosin II complex///myofibril///sarcomere///contractile fiber
29034,CPS1-IT1,CPS1 intronic transcript 1,CPS1-IT|CPS1IT|CPS1IT1|PRO0132,ncRNA,ENSG00000280837,active,NC_000002.12,210617571,210619876,positive,2306,,,,,,
102725079,LINC01878,long intergenic non-protein coding RNA 1878,,ncRNA,ENSG00000234308,active,NC_000002.12,212795331,212819263,positive,1123,,,,,,
580,BARD1,BRCA1 associated RING domain 1,,protein-coding,ENSG00000138376,active,NC_000002.12,214725645,214809683,negative,5795,GO:0003723///GO:0004842///GO:0005515///GO:0019900///GO:0042803///GO:0046872///GO:0046982,GO:0000209///GO:0001894///GO:0006281///GO:0006282///GO:0006974///GO:0016567///GO:0031441///GO:0035518///GO:0035825///GO:0042325///GO:0043065///GO:0043066///GO:0044818///GO:0045732///GO:0045786///GO:0046826///GO:0051726///GO:0051865///GO:0070537///GO:0071479///GO:0085020///GO:0110025///GO:2000001,GO:0000151///GO:0000152///GO:0005634///GO:0005654///GO:0005737///GO:0016607///GO:0031436///GO:0036464///GO:0070531///GO:0070532///GO:0070533,RNA binding///ubiquitin-protein transferase activity///protein binding///kinase binding///protein homodimerization activity///metal ion binding///protein heterodimerization activity,protein polyubiquitination///tissue homeostasis///DNA repair///regulation of DNA repair///cellular response to DNA damage stimulus///protein ubiquitination///negative regulation of mRNA 3'-end processing///histone H2A monoubiquitination///homologous recombination///regulation of phosphorylation///positive regulation of apoptotic process///negative regulation of apoptotic process///mitotic G2/M transition checkpoint///positive regulation of protein catabolic process///negative regulation of cell cycle///negative regulation of protein export from nucleus///regulation of cell cycle///protein autoubiquitination///histone H2A K63-linked deubiquitination///cellular response to ionizing radiation///protein K6-linked ubiquitination///DNA strand resection involved in replication fork processing///regulation of DNA damage checkpoint,ubiquitin ligase complex///nuclear ubiquitin ligase complex///nucleus///nucleoplasm///cytoplasm///nuclear speck///BRCA1-BARD1 complex///cytoplasmic ribonucleoprotein granule///BRCA1-A complex///BRCA1-B complex///BRCA1-C complex
